"id","zobrazení","zobrazení_lat","nazev_cz","nazev_lat","url","skupina","nemoci","tcm_organy","ucinky","Cast-rostliny","sběr","stanoviště","barva kvetu","obsahové látky","kontraindikace","Jak se užívá","Lidové názvy","Bezpečnost","zobrazení"
"R0028","Bělotrn kulatohlavý","Echinops sphaerocephalus","belotrn_kulatohlavy","echinops_sphaerocephalus","https://www.brvohorik.cz/l/belotrn-kulatohlavy/","bylina",,,,"koren | semeno","koren: zari | rijen ; semeno: srpen | zari","suche_strane | louky | stepi | u_cest","modra","Silice: thymol | karvakrol ; Flavonoidy: apigenin | luteolin | quercetin ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Vitaminy: vitamin C | vitamin A","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae","nálev | odvar | tinktura","trnkovec | bodlák | mochny | šišák","2","on"
"R0029","Bělotrn modrý","Echinops ritro","belotrn_modry","echinops_ritro","https://www.brvohorik.cz/l/belotrn-modry/","bylina",,,,"koren | semeno","koren: zari | rijen ; semeno: srpen | zari","suche_strane | stepi | louky | zahrady","modra","Silice: 1,8-cineol | chamazulen | α-thujon ; Flavonoidy: quercetin | rutin ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C","těhotenství | alergie na rostliny z čeledi Asteraceae","nálev | odvar | tinktura","poušťník | bodlák | modrý bodlák | modrý trnák","2","on"
"R0030","Brslen evropský","Euonymus europaeus","brslen_evropsky","euonymus_europaeus","https://www.brvohorik.cz/l/brslen-evropsky/","ker | strom",,,,"plod | list","plod: zari | rijen ; list: kveten | cerven","lesni_okraje | krovinne_porosty | parky","zelena","Flavonoidy: quercetin | kaempferol ; Saponiny: hederagenin | glycyrrhizin ; Triterpeny: kyselina oleanolová ; Glykosidy: euonymin ; Fenolické kyseliny: kyselina chlorogenová ; Třísloviny: ellagová kyselina | galová kyselina","těhotenství | kojení | otravy | gastrointestinální problémy | alergie na rostliny z čeledi Celastraceae","odvar | tinktura","šedivka | brslen | brslenka","3","on"
"R0031","Břečťan popínavý","Hedera helix","brectan_popinavy","hedera_helix","https://www.brvohorik.cz/l/brectan-popinavy/","liana | ker","kasel | zanet_prudusek | zahleneni | revmaticke_potize",,"expektoracni | protizanetlive | spasmolyticke","list","list: celorocne","lesy | parky | zahrady | zdi","zelena","Saponiny: hederin | hederasaponin C ; Flavonoidy: quercetin | kaempferol ; Třísloviny: kyselina gallová ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Araliaceae | gastrointestinální potíže","nálev | tinktura | sirup | mast","břečťan | břečťanová liana | břečťan popínavý","3","on"
"R0032","Bříza bělokorá","Betula pendula","briza_belokora","betula_pendula","https://www.brvohorik.cz/l/briza-belokora/","strom","nemoci_ledvin | nemoci_cev | nemoci_srdce | nemoci_slinivky | oslabena_jatra | zanety | zanety_mocovych_cest | potize_s_mocenim | mocovy_pisek | mocove_kameny | ledvinove_kameny | osteoporoza | revma | revmatismus | revmatoidni_artritida | revmaticke_bolesti | bolesti_kloubu | nemoci_kloubu | dna | otoky | zavodneni | zadrzovani_vody | cevni_potize | poruchy_traveni | kozni_zanety | ekzemy | vyrazky | akne | mastna_plet | lupy | spatna_kvalita_vlasu | lamani_vlasu | vypadavani_vlasu | vysoka_hladina_ldl_cholesterolu | unava | rekonvalescence","močový_měchýř | ledviny | jatra | krevní oběh | slezina","analgeticke | antioxidacni | protizanetlive | hojive | detoxikacni | cistici | odvodnujici | potopudne | mocopudne | cisti_mocovy_mechyr | podporuje_cinnost_mocoveho_ustroji | cisti_ledviny | podporuje_cinnost_ledvin | cisti_krev | podporuje_krevni_obeh | harmonizuje_slezinu | harmonizuje_slinivku | podporuje_traveni | detoxikuje_jatra | cisti_jatra | podporuje_cinnost_jater | cisti_streva | podporuje_cinnost_strev | snizuje_spatny_ldl_cholesterol | cisti_plet | omlazuje_plet | zlepsuje_kvalitu_pokozky | zlepsuje_kvalituvlasu | zlepsuje_pruznost_vlasu | posiluje_vlasove_korinky | cisti_vlasovou_pokozku | posiluje_imunitu | zlepsuje_metabolismus | priznive_pusobi_na_kardiovaskularni_system | silne_mocopudne_ucinky | posiluje_obranyschopnost_celeho_organismu | zakladni_drenazni_rostlina","míza | kůra | pupen | list","miza: brezen ; pupen: brezen ; kura: brezen | duben ; list: duben | kveten","svetle_lesy|paseky|okraje_lesu","zelena","Flavonoidy: quercetin | kaempferol ; Triterpeny: betulin | betulgen ; Fenolické kyseliny: kyselina salicylová ; Minerální látky: draslík | vápník | hořčík","alergie na březové pyly | těhotenství | kojení","nálev | odvar | tinktura | sirup | čerstvá šťáva","bříza | bříza bělokorá | bílá bříza | bříza osiková","1","on"
"R0033","Bříza pýřitá","Betula pubescens","briza_pyrita","betula_pubescens","https://www.brvohorik.cz/l/briza-pyrita/","strom","zanety_mocovych_cest | zanet_ledvin | otoky | revmaticke_potize",,"mocopudne | protizanetlive | detoxikacni | podporuje_vylucovani","list | pupen | kura","list: kveten | cerven ; pupen: brezen | duben ; kura: brezen | duben","vlhke_lesy | raseliniste | mokrady","zluta | zelena","Flavonoidy: quercetin | kaempferol | myricetin ; Třísloviny: ellagové kyseliny | galové kyseliny ; Minerální látky: draslík | vápník | magnézium | sodík ; Vitaminy: vitamin C | vitamin B2","alergie na břízu | těhotenství | kojení | autoimunitní onemocnění","nálev | odvar | tinktura | čerstvá šťáva | míza |","pýřitá bříza | bříza bílá | bříza kořenatá | bříza lesní","1","on"
"R0034","Cesmína ostrolistá","Ilex aquifolium","cesmina_ostrolista","ilex_aquifolium","https://www.brvohorik.cz/l/cesmina-ostrolista/","ker",,,,"list | plod","list: celorocne ; plod: rijen | listopad","lesy | parky | zahrady","bila","Flavonoidy: quercetin | kaempferol | myricetin ; Saponiny: ilicine | akerosi ; Třísloviny: kyselina galová | kyselina ellagová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: draslík | vápník | hořčík | železo","těhotenství | kojení | toxické účinky při nadměrném užívání","nálev | odvar | tinktura","cesmína | ostrolistá cesmína | vánoční cesmína | cesmínka","3","on"
"R0035","Chaluha bublinatka","Fucus vesiculosus","chaluha_bublinatka","fucus_vesiculosus","https://www.brvohorik.cz/l/chaluha-bublinatka/","rasa","nedostatek_jodu | poruchy_stitne_zlazy | zpomaleny_metabolismus",,"podporuje_metabolismus | doplnuje_jod | detoxikacni","cela_rasa","cela_rasa: celorocne","more | pobrezni_oblasti","hneda","Jód: jód ; Minerální látky: vápník | hořčík | draslík | sodík | železo ; Vitaminy: vitamin C | vitamin E | vitamin K","těhotenství | kojení | hyperthyreóza | užívání léků na ředění krve","nálev | odvar | prášek | gel | kapsle","řasy | mořské řasy | bublinatka","2","on"
"R0036","Chmel otáčivý","Humulus lupulus","chmel_otacivy","humulus_lupulus","https://www.brvohorik.cz/l/chmel-otacivy/","bylina | liana","nespavost | nervozita | stres | uzkost | nechutenstvi | potize_s_travenim",,"sedativni | uklidnujici | podporuje_spanek | podporuje_traveni | protikrecove","samici_sistice","samici_sistice: srpen | zari","brehy_rek | luzni_lesy | krovinne_porosty | zahrady","zelena","Silice: myrcen | humulen ; Flavonoidy: xanthohumol | isoxanthohumol | quercetin ; Hořčiny: lupulin ; Třísloviny: kyselina fumarová ; Minerální látky: hořčík | draslík | zinek","těhotenství | kojení | alergie na chmel | současné užívání sedativ","nálev | tinktura | čaj | extrakt | zázvorový nápoj","chmel | chmelot | bobkový chmel | chmelový květ","2","on"
"R0037","Chrpa luční","Centaurea jacea","chrpa_lucni","centaurea_jacea","https://www.brvohorik.cz/l/chrpa-lucni/","bylina",,,,"kvet | nat","kvet: cerven | cervenec | srpen ; nat: cerven | cervenec | srpen","louky | pastviny | lesni_okraje","fialova","Silice: chamazulén | 1,8-cineol ; Flavonoidy: rutin | kvercetin ; Fenolické kyseliny: kyselina kávová | kyselina ferulová ; Třísloviny: kyselina tříslová ; Minerální látky: vápník | hořčík | draslík","alergie na rostliny z čeledi Asteraceae","nálev | tinktura | čaj","modrý květ | modrohlav | chrpa","1","on"
"R0038","Chrpa modrá","Centaurea cyanus","chrpa_modra","centaurea_cyanus","https://www.brvohorik.cz/l/chrpa-modra/","bylina","zanety_oci | unava_oci | otoky | zanety_mocovych_cest | potize_s_travenim",,"protizanetlive | mocopudne | uklidnujici | hojive","kvet","kvet: cerven | cervenec | srpen","pole | obilna_pole | louky | u_cest","modra","Flavonoidy: apigenin | quercetin | rutin ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | čaj","modrá chrpa | chrpa polní | chrpa osetá | chrpa","1","on"
"R0039","Chryzantéma","Chrysanthemum","chryzantema","chrysanthemum","https://www.brvohorik.cz/l/chryzantema/","bylina","nachlazeni | horecka | zanety_oci | bolesti_hlavy",,"protizanetlive | antipyreticke | zklidnujici | antioxidantni","kvet","kvet: zari | rijen","zahrady | pestovane_plochy","zluta | bila | ruzova","Silice: chamazulen | 1,8-cineol | linalool ; Flavonoidy: quercetin | kaempferol ; Fenolické kyseliny: kyselina kávová | kyselina rozmarýnová ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C | vitamin E","alergie na rostliny z čeledi Asteraceae | kojení | těhotenství","čaj | nálev | sušené květy | dekorace | tinktura","žlutá růže | podzimní růže | mumie","1","on"
"R0040","Denivka plavá","Hemerocallis fulva","denivka_plava","hemerocallis_fulva","https://www.brvohorik.cz/l/denivka-plava/","bylina",,,,"kvet | koren","kvet: cerven | cervenec ; koren: zari | rijen","zahrady | vlhke_lokality | u_vod","oranzova","Flavonoidy: kaempferol | quercetin ; Vitaminy: vitamin C | vitamin A ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Liliaceae","nálev | odvar | čerstvá šťáva","lilie denivka | denivka | denivka žlutá","1","on"
"R0041","Devětsil bílý","Petasites albus","devetsil_bily","petasites_albus","https://www.brvohorik.cz/l/devetsil-bily/","bylina",,,,"list | oddenek","list: kveten | cerven ; oddenek: zari | rijen","vlhke_lesy | brehy_potoku | horske_lokality","bila","Silice: petasitol | chamazulen ; Flavonoidy: rutinosid | apigenin ; Triterpeny: kyselina oleanolová | kyselina ursolová ; Fenolické kyseliny: kyselina kávová | kyselina ferulová ; Glykosidy: petasidin","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | mast","petrklíč | devětsil | devětsil lékařský","2","on"
"R0042","Devětsil lékařský","Petasites hybridus","devetsil_lekarsky","petasites_hybridus","https://www.brvohorik.cz/l/devetsil-lekarsky/","bylina","migrena | bolesti_hlavy | kasel | nachlazeni | alergie",,"protizanetlive | spasmolyticke | analgeticke | expektoracni","list | oddenek","list: kveten | cerven ; oddenek: zari | rijen","brehy_vod | vlhke_louky | prikope","ruzova | bila","Silice: pinene | camphene | borneol ; Flavonoidy: apigenin | luteolin | kvercetin ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | čerstvá šťáva","pampeliška vysoká | devětsil | devětsilový kořen | svíce | černý devětsil","2","on"
"R0043","Divizna brunátná","Verbascum phoeniceum","divizna_brunatna","verbascum_phoeniceum","https://www.brvohorik.cz/l/divizna-brunatna/","bylina",,,,"pryskyrice","pryskyrice: celorocne","subtropicke_oblasti | pestovane_plochy","bila","Silice: tímol | karvakrol ; Flavonoidy: hyperosid | rutin | quercetin ; Glykosidy: verbascosid ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin A | vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Scrophulariaceae","nálev | odvar | sirup | tinktura | mast","maceška | královský klobouk | divizna ruměnice","2","on"
"R0044","Divizna černá","Verbascum nigrum","divizna_cerna","verbascum_nigrum","https://www.brvohorik.cz/l/divizna-cerna/","bylina","kasel | nachlazeni | zanet_prudusek | zanety_dychacich_cest | chrapot",,"expektoracni | protizanetlive | uklidnujici | hojive","kvet | list","kvet: cerven | cervenec | srpen ; list: kveten | cerven","louky | paseky | okraje_lesu | u_cest","zluta","Slizy: sliz | pektin ; Flavonoidy: quercetin | kaempferol | rutinosid ; Saponiny: verbascosid | glicosid ; Třísloviny: kyselina gallová ; Minerální látky: draslík | vápník | hořčík ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Scrophulariaceae","nálev | odvar | tinktura | mast","mámečka | včelí rostlina | královská svíce","1","on"
"R0045","Divizna malokvětá","Verbascum thapsus","divizna_malokveta","verbascum_thapsus","https://www.brvohorik.cz/l/divizna-malokveta/","bylina","kasel | nachlazeni | zanet_prudusek | zanety_dychacich_cest | chrapot",,"expektoracni | protizanetlive | uklidnujici | hojive","kvet | list","kvet: cerven | cervenec | srpen ; list: kveten | cerven","louky | u_cest | rumiste | suche_strane","zluta","Silice: kafr | eukalyptol ; Flavonoidy: apigenin | luteolin | quercetin ; Saponiny: verbascosid ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi malvoňovitých | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | mast","bílá divizna | divizna | velká divizna","1","on"
"R0046","Divizna velkokvětá","Verbascum densiflorum","divizna_velkokveta","verbascum_densiflorum","https://www.brvohorik.cz/l/divizna-velkokveta/","bylina","kasel | nachlazeni | zanet_prudusek | zanety_dychacich_cest | chrapot",,"expektoracni | protizanetlive | uklidnujici | hojive","kvet | list","kvet: cerven | cervenec | srpen ; list: kveten | cerven","louky | u_cest | rumiste | suche_strane","zluta","Flavonoidy: rutin | quercetin ; Saponiny: verbascoside ; Slizy: polysacharidy","těhotenství | kojení | alergie na rostliny z čeledi krtičníkovitých (Scrophulariaceae) | používání vysokých dávek může způsobit zažívací potíže","nálev | odvar | tinktura | sirup","krvavec | krvevka | divizna | mámovka","1","on"
"R0047","Dobromysl obecná","Origanum vulgare","dobromysl_obecna","origanum_vulgare","https://www.brvohorik.cz/l/dobromysl-obecna/","bylina","potize_s_travenim | nadymani | kasel | nachlazeni | zanety_dychacich_cest",,"protizanetlive | antisepticke | podporuje_traveni | expektoracni | antibakterialni","nat | kvet","nat: cerven | cervenec | srpen ; kvet: cerven | cervenec | srpen","suche_louky | strane | u_cest | zahrady","ruzova | fialova","Silice: karvakrol | thymol | cymen | 1,8-cineol ; Flavonoidy: apigenin | luteolin | rosmarinový glykosid ; Fenolické kyseliny: kyselina rozmarýnová | kyselina kávová ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Vitaminy: vitamin C | vitamin K ; Minerální látky: vápník | železo | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Lamiaceae","nálev | odvar | tinktura | koření | esenciální olej","oregan | majoránka | pouhé oregan | dobromysl | voňavá dobromysl","1","on"
"R0048","Dračínec dračí","Dracaena draco L.","dracinec_draci","dracaena_draco L.","https://www.brvohorik.cz/l/dracinec-draci/","strom",,,,"pryskyrice","celorocne","subtropicke_oblasti | pestovane_plochy","bila","Silice: myrcen | limonen | 1,8-cineol ; Glykosidy: dracoin ; Triterpeny: kyselina ursolová | kyselina betulinová ; Vitaminy: vitamin C | vitamin A","alergie na rostliny z čeledi Asparagaceae | toxické pro zvířata","nálev | tinktura | pryskyřice:","mbůvník | dračice","2","on"
"R0049","Dračínec rumělkový","Dracaena cinnabari","dracinec_rumelkovy","dracaena_cinnabari","https://www.brvohorik.cz/l/dracinec-rumelkovy/","strom",,,,"pryskyrice","pryskyrice: celorocne","subtropicke_oblasti | sucha_oblasti",,"Silice: benzylacetát | santalový olej ; Triterpeny: dracénin | dracenin ; Minerální látky: vápník | hořčík | draslík","alergie na rostliny z čeledi Agavaceae | podráždění žaludku | toxicita pro zvířata",,,"2","on"
"R0050","Drmek obecný","Vitex agnus-castus","drmek_obecny","vitex_agnus-castus","https://www.brvohorik.cz/l/drmek-obecny/","ker","hormonalni_nerovnovaha | nepravidelna_menstruace | bolestiva_menstruace | pms | neplodnost | menopauza",,"hormon_regulacni | reguluje_menstruacni_cyklus | podporuje_plodnost | uklidnujici","plod","plod: zari | rijen","zahrady | pestovane_plochy | teple_oblasti","fialova","Silice: 1,8-cineol | beta-kariofilen | linalool ; Flavonoidy: orientin | vitexin | quercetin ; Triterpeny: kyselina oleanolová | kyselina ursolová ; Fenolické kyseliny: kyselina ferulová","těhotenství | kojení | hormonální poruchy | současné užívání hormonální antikoncepce","nálev | tinktura | kapsle | extrakt","přírodní pepper | bylinka svaté agáty","2","on"
